/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2018): Late Maastrichtian-early Eocene benthic stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. College of Engineering, Mathematics and Physical Sciences, University of Exeter, PANGAEA, https://doi.org/10.1594/PANGAEA.884585, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Barnet, James S K; Littler, Kate; Kroon, Dick; Leng, Melanie J; Westerhold, Thomas; Röhl, Ursula; Zachos, James C (2017): A new high-resolution chronology for the late Maastrichtian warming event: Establishing robust temporal links with the onset of Deccan volcanism. Geology, 46(2), 147-150, https://doi.org/10.1130/G39771.1
	Lauretano, Vittoria; Littler, Kate; Polling, M; Zachos, James C; Lourens, Lucas Joost (2015): Frequency, magnitude and character of hyperthermal events at the onset of the Early Eocene Climatic Optimum. Climate of the Past, 11(10), 1313-1324, https://doi.org/10.5194/cp-11-1313-2015
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	McCarren, H; Thomas, E; Hasegawa, Takashi; Röhl, Ursula; Zachos, James C (2008): Depth Dependency of the Paleocene-Eocene carbon isotope excursion: Paired benthic and terrestrial biomarker records (Ocean Drilling Program Leg 208, Walvis Ridge). Geochemistry, Geophysics, Geosystems, 9(10), Q10008, https://doi.org/10.1029/2008GC002116
	Stap, Lennert Bastiaan; Lourens, Lucas Joost; Thomas, E; Sluijs, Appy; Bohaty, Steven M; Zachos, James C (2010): High-resolution deep-sea carbon and oxygen isotope records of Eocene Thermal Maximum 2 and H2. Geology, 38(7), 607-610, https://doi.org/10.1130/G30777.1
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	MEDIAN LATITUDE: -27.185827 * MEDIAN LONGITUDE: 1.576993 * SOUTH-BOUND LATITUDE: -27.186000 * WEST-BOUND LONGITUDE: 1.576980 * NORTH-BOUND LATITUDE: -27.185650 * EAST-BOUND LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-29T05:15:00
	MINIMUM DEPTH, sediment/rock: 87.7700 m * MAXIMUM DEPTH, sediment/rock: 212.6550 m
Event(s):	208-1262A * LATITUDE: -27.186000 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-26T12:40:00 * ELEVATION: -4759.0 m * PENETRATION: 161.5 m * RECOVERY: 163.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 161.5 m cored; 0 m drilled; 101.3 % recovery
	208-1262B * LATITUDE: -27.185830 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-26T12:40:00 * DATE/TIME END: 2003-03-27T21:25:00 * ELEVATION: -4753.6 m * PENETRATION: 209.9 m * RECOVERY: 212.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 23 cores; 209.9 m cored; 0 m drilled; 101.3 % recovery
	208-1262C * LATITUDE: -27.185650 * LONGITUDE: 1.576980 * DATE/TIME START: 2003-03-27T21:25:00 * DATE/TIME END: 2003-03-29T05:15:00 * ELEVATION: -4753.6 m * PENETRATION: 212.5 m * RECOVERY: 125.93 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 14 cores; 122.5 m cored; 90 m drilled; 102.8 % recovery
Parameter(s):	Event label (Event) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Sample code/label (Sample label) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, top/min [m] (Depth top) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mbsf
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint mbsf
	Depth, composite [mcd] (Depth comp) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: this study
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: data
	δ18O, adjusted/corrected [‰] (δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: Corrected * COMMENT: corrected to Cibicidoides
	Bottom water temperature [°C] (BWT) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: Cibicidoides
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	30928 data points
*/
Event	Sample label	Depth top [m]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Depth sed [m]	Depth comp [mcd]	Age [ka BP]	Reference	δ18O [‰]	BWT [°C]
208-1262B	208-1262B-12H-1,70-71	90.700	-0.01	-0.74	96.6050	107.2450	52852.75	Lauretano et al. (2015)	-0.719	13.57
208-1262B	208-1262B-12H-1,73-74	90.730	-0.45	-0.90	96.6350	107.2750	52859.15	Lauretano et al. (2015)	-0.899	14.39
208-1262B	208-1262B-12H-1,85-86	90.850	-0.53	-0.95	96.7550	107.3950	52884.73	Lauretano et al. (2015)	-0.955	14.65
208-1262B	208-1262B-12H-1,88-89	90.880	-0.63	-1.11	96.7850	107.4250	52891.13	Lauretano et al. (2015)	-1.135	15.47
208-1262B	208-1262B-12H-1,91-92	90.910	-0.66	-1.09	96.8150	107.4550	52897.52	Lauretano et al. (2015)	-1.112	15.37
208-1262B	208-1262B-12H-1,94-95	90.940	-0.46	-0.89	91.4050	107.4758	52901.95	Lauretano et al. (2015)	-0.888	14.34
208-1262A	208-1262A-10H-4,140-141	91.400	-0.21	-0.99	96.8450	107.4850	52903.92	Lauretano et al. (2015)	-1.000	14.85
208-1262A	208-1262A-10H-4,143-144	91.430	-0.21	-0.96	91.4350	107.5016	52907.47	Lauretano et al. (2015)	-0.966	14.70
208-1262A	208-1262A-10H-4,146-147	91.460	-0.13	-1.01	91.4650	107.5275	52912.98	Lauretano et al. (2015)	-1.022	14.96
208-1262A	208-1262A-10H-4,149-150	91.490	-0.11	-0.90	91.4950	107.5534	52918.50	Lauretano et al. (2015)	-0.899	14.39
208-1262B	208-1262B-12H-1,130-131	97.200	0.13	-0.82	97.2050	107.8450	52975.43	Lauretano et al. (2015)	-0.809	13.98
208-1262B	208-1262B-12H-1,133-134	97.230	0.08	-0.86	97.2350	107.8750	52979.41	Lauretano et al. (2015)	-0.854	14.19
208-1262B	208-1262B-12H-1,136-137	97.260	0.30	-0.72	97.2650	107.9050	52983.38	Lauretano et al. (2015)	-0.697	13.47
208-1262B	208-1262B-12H-1,139-140	97.290	0.21	-0.75	97.2950	107.9350	52987.35	Lauretano et al. (2015)	-0.730	13.62
208-1262B	208-1262B-12H-1,142-143	97.320	0.27	-0.73	97.3250	107.9650	52991.33	Lauretano et al. (2015)	-0.708	13.52
208-1262B	208-1262B-12H-1,145-146	97.350	0.12	-0.78	97.3550	107.9950	52995.30	Lauretano et al. (2015)	-0.764	13.78
208-1262B	208-1262B-12H-1,148-149	97.380	0.16	-0.52	97.3850	108.0250	52999.28	Lauretano et al. (2015)	-0.472	12.45
208-1262B	208-1262B-12H-2,1-2	97.410	0.04	-0.83	97.4150	108.0550	53003.25	Lauretano et al. (2015)	-0.820	14.03
208-1262B	208-1262B-12H-2,4-6	97.440	0.08	-0.73	97.4500	108.0900	53007.89	Lauretano et al. (2015)	-0.708	13.52
208-1262B	208-1262B-12H-2,7-8	97.470	0.10	-0.70	97.4750	108.1150	53011.20	Lauretano et al. (2015)	-0.674	13.37
208-1262B	208-1262B-12H-2,10-11	97.500	0.03	-0.84	97.5050	108.1450	53015.18	Lauretano et al. (2015)	-0.831	14.08
208-1262B	208-1262B-12H-2,13-14	97.530	0.14	-0.63	97.5350	108.1750	53019.15	Lauretano et al. (2015)	-0.596	13.01
208-1262B	208-1262B-12H-2,16-17	97.560	0.08	-0.73	97.5650	108.2050	53023.12	Lauretano et al. (2015)	-0.708	13.52
208-1262B	208-1262B-12H-2,19-20	97.590	-0.01	-0.77	97.5950	108.2350	53027.10	Lauretano et al. (2015)	-0.753	13.72
208-1262B	208-1262B-12H-2,22-23	97.620	-0.14	-0.90	97.6250	108.2650	53031.07	Lauretano et al. (2015)	-0.899	14.39
208-1262B	208-1262B-12H-2,25-26	97.650	-0.20	-0.92	97.6550	108.2950	53035.05	Lauretano et al. (2015)	-0.921	14.49
208-1262B	208-1262B-12H-2,28-29	97.680	0.01	-0.77	97.6850	108.3250	53039.02	Lauretano et al. (2015)	-0.753	13.72
208-1262B	208-1262B-12H-2,31-32	97.710	0.17	-0.82	97.7150	108.3550	53043.00	Lauretano et al. (2015)	-0.809	13.98
208-1262B	208-1262B-12H-2,34-35	97.740	0.12	-0.77	97.7450	108.3850	53045.97	Lauretano et al. (2015)	-0.753	13.72
208-1262B	208-1262B-12H-2,37-38	97.770	0.18	-0.80	97.7750	108.4150	53048.74	Lauretano et al. (2015)	-0.787	13.88
208-1262B	208-1262B-12H-2,40-41	97.800	0.22	-0.74	97.8050	108.4450	53051.51	Lauretano et al. (2015)	-0.719	13.57
208-1262B	208-1262B-12H-2,43-44	97.830	0.28	-0.78	97.8350	108.4750	53054.28	Lauretano et al. (2015)	-0.764	13.78
208-1262B	208-1262B-12H-2,46-47	97.860	0.16	-0.71	97.8650	108.5050	53057.05	Lauretano et al. (2015)	-0.685	13.42
208-1262B	208-1262B-12H-2,49-50	97.890	0.29	-0.83	97.8950	108.5350	53059.83	Lauretano et al. (2015)	-0.820	14.03
208-1262B	208-1262B-12H-2,52-53	97.920	0.02	-0.89	97.9250	108.5650	53062.60	Lauretano et al. (2015)	-0.888	14.34
208-1262B	208-1262B-12H-2,55-56	97.950	0.00	-0.92	97.9550	108.5950	53065.37	Lauretano et al. (2015)	-0.921	14.49
208-1262B	208-1262B-12H-2,58-59	97.980	0.12	-0.80	97.9850	108.6250	53068.14	Lauretano et al. (2015)	-0.787	13.88
208-1262B	208-1262B-12H-2,61-62	98.010	0.05	-0.71	98.0150	108.6550	53070.91	Lauretano et al. (2015)	-0.685	13.42
208-1262B	208-1262B-12H-2,64-65	98.040	0.09	-0.69	98.0450	108.6850	53073.68	Lauretano et al. (2015)	-0.663	13.32
208-1262B	208-1262B-12H-2,67-68	98.070	0.31	-0.66	98.0750	108.7150	53076.45	Lauretano et al. (2015)	-0.629	13.16
208-1262B	208-1262B-12H-2,70-71	98.100	0.32	-0.60	98.1050	108.7450	53079.22	Lauretano et al. (2015)	-0.562	12.86
208-1262B	208-1262B-12H-2,73-74	98.130	0.27	-0.56	98.1350	108.7750	53082.00	Lauretano et al. (2015)	-0.517	12.66
208-1262B	208-1262B-12H-2,76-77	98.160	0.16	-0.67	98.1650	108.8050	53084.77	Lauretano et al. (2015)	-0.640	13.21
208-1262B	208-1262B-12H-2,79-80	98.190	0.17	-0.63	98.1950	108.8350	53087.54	Lauretano et al. (2015)	-0.596	13.01
208-1262B	208-1262B-12H-2,82-83	98.220	0.01	-0.73	98.2250	108.8650	53090.31	Lauretano et al. (2015)	-0.708	13.52
208-1262B	208-1262B-12H-2,85-86	98.250	0.01	-0.67	98.2550	108.8950	53093.08	Lauretano et al. (2015)	-0.640	13.21
208-1262B	208-1262B-12H-2,88-89	98.280	0.11	-0.70	98.2850	108.9250	53095.85	Lauretano et al. (2015)	-0.674	13.37
208-1262B	208-1262B-12H-2,91-92	98.310	0.11	-0.67	98.3150	108.9550	53098.62	Lauretano et al. (2015)	-0.640	13.21
208-1262B	208-1262B-12H-2,94-95	98.340	-0.05	-0.77	98.3450	108.9850	53101.40	Lauretano et al. (2015)	-0.753	13.72
208-1262B	208-1262B-12H-2,97-98	98.370	0.03	-0.72	98.3750	109.0150	53104.17	Lauretano et al. (2015)	-0.697	13.47
208-1262B	208-1262B-12H-2,103-104	98.430	-0.05	-0.72	98.4350	109.0750	53114.73	Lauretano et al. (2015)	-0.697	13.47
208-1262B	208-1262B-12H-2,106-107	98.460	-0.02	-0.81	98.4650	109.1050	53121.81	Lauretano et al. (2015)	-0.798	13.93
208-1262B	208-1262B-12H-2,109-110	98.490	-0.07	-0.76	98.4950	109.1350	53128.89	Lauretano et al. (2015)	-0.742	13.67
208-1262B	208-1262B-12H-2,112-113	98.520	-0.07	-0.70	98.5250	109.1650	53135.96	Lauretano et al. (2015)	-0.674	13.37
208-1262B	208-1262B-12H-2,115-116	98.550	0.10	-0.64	98.5550	109.1950	53143.04	Lauretano et al. (2015)	-0.607	13.06
208-1262B	208-1262B-12H-2,118-119	98.580	0.16	-0.56	98.5850	109.2250	53150.12	Lauretano et al. (2015)	-0.517	12.66
208-1262B	208-1262B-12H-2,121-122	98.610	0.03	-0.65	98.6150	109.2550	53157.20	Lauretano et al. (2015)	-0.618	13.11
208-1262B	208-1262B-12H-2,124-125	98.640	0.22	-0.56	98.6450	109.2850	53164.27	Littler et al. (2014) - UCSC	-0.520	12.67
208-1262B	208-1262B-12H-2,133-134	98.730	-0.18	-0.84	98.7350	109.3750	53185.50	Littler et al. (2014) - UCSC	-0.832	14.09
208-1262B	208-1262B-12H-2,139-140	98.790	-0.24	-0.92	98.7950	109.4350	53199.66	Littler et al. (2014) - UCSC	-0.921	14.49
208-1262B	208-1262B-12H-2,142-143	98.820	-0.11	-0.78	98.8250	109.4650	53206.74	Littler et al. (2014) - UCSC	-0.768	13.79
208-1262B	208-1262B-12H-2,145-146	98.850	-0.31	-0.98	98.8550	109.4950	53213.81	Littler et al. (2014) - UCSC	-0.991	14.81
208-1262B	208-1262B-12H-2,148-149	98.880	-0.12	-0.89	98.8850	109.5250	53220.89	Littler et al. (2014) - UCSC	-0.885	14.33
208-1262B	208-1262B-12H-3,1-2	98.910	0.21	-0.52	98.9150	109.5550	53227.97	Littler et al. (2014) - UCSC	-0.467	12.43
208-1262B	208-1262B-12H-3,4-5	98.940	-0.15	-0.90	98.9450	109.5850	53235.04	Littler et al. (2014) - UCSC	-0.894	14.37
208-1262B	208-1262B-12H-3,7-8	98.970	-0.03	-0.76	98.9750	109.6150	53242.12	Littler et al. (2014) - UCSC	-0.746	13.69
208-1262B	208-1262B-12H-3,10-11	99.000	-0.45	-0.99	99.0050	109.6450	53249.20	Littler et al. (2014) - UCSC	-1.002	14.86
208-1262B	208-1262B-12H-3,13-14	99.030	-0.36	-1.04	99.0350	109.6750	53256.28	Littler et al. (2014) - UCSC	-1.056	15.11
208-1262B	208-1262B-12H-3,16-17	99.060	-0.35	-1.07	99.0650	109.7050	53263.35	Littler et al. (2014) - UCSC	-1.092	15.28
208-1262B	208-1262B-12H-3,19-20	99.090	-0.13	-0.92	99.0950	109.7350	53270.43	Littler et al. (2014) - UCSC	-0.917	14.47
208-1262B	208-1262B-12H-3,22-23	99.120	-0.14	-0.82	99.1250	109.7650	53276.87	Littler et al. (2014) - UCSC	-0.811	13.99
208-1262B	208-1262B-12H-3,25-26	99.150	-0.21	-0.90	99.1550	109.7950	53280.09	Littler et al. (2014) - UCSC	-0.904	14.41
208-1262B	208-1262B-12H-3,28-29	99.180	-0.05	-0.83	99.1850	109.8250	53283.32	Littler et al. (2014) - UCSC	-0.824	14.05
208-1262B	208-1262B-12H-3,31-32	99.210	-0.25	-1.04	99.2150	109.8550	53286.54	Littler et al. (2014) - UCSC	-1.053	15.10
208-1262B	208-1262B-12H-3,34-35	99.240	-0.27	-0.98	99.2450	109.8850	53289.77	Littler et al. (2014) - UCSC	-0.990	14.81
208-1262B	208-1262B-12H-3,37-38	99.270	-0.27	-0.85	99.2750	109.9150	53292.99	Littler et al. (2014) - UCSC	-0.844	14.14
208-1262B	208-1262B-12H-3,40-41	99.300	0.02	-0.77	99.3050	109.9450	53296.22	Littler et al. (2014) - UCSC	-0.756	13.74
208-1262B	208-1262B-12H-3,43-44	99.330	0.06	-0.82	99.3350	109.9750	53299.44	Littler et al. (2014) - UCSC	-0.808	13.97
208-1262B	208-1262B-12H-3,46-47	99.360	-0.05	-0.76	99.3650	110.0050	53302.67	Littler et al. (2014) - UCSC	-0.741	13.67
208-1262B	208-1262B-12H-3,49-50	99.390	-0.16	-0.87	99.3950	110.0350	53305.89	Littler et al. (2014) - UCSC	-0.868	14.25
208-1262B	208-1262B-12H-3,52-53	99.420	0.08	-0.56	99.4250	110.0650	53309.12	Littler et al. (2014) - UCSC	-0.521	12.68
208-1262B	208-1262B-12H-3,55-56	99.450	0.19	-0.78	99.4550	110.0950	53312.34	Littler et al. (2014) - UCSC	-0.759	13.75
208-1262B	208-1262B-12H-3,58-59	99.480	0.14	-0.81	99.4850	110.1250	53315.57	Littler et al. (2014) - UCSC	-0.796	13.92
208-1262B	208-1262B-12H-3,61-62	99.510	0.09	-0.82	99.5150	110.1550	53318.79	Littler et al. (2014) - UCSC	-0.813	14.00
208-1262B	208-1262B-12H-3,64-65	99.540	0.02	-0.87	99.5450	110.1850	53322.02	Littler et al. (2014) - UCSC	-0.868	14.25
208-1262B	208-1262B-12H-3,67-68	99.570	0.04	-0.94	99.5750	110.2150	53325.24	Littler et al. (2014) - UCSC	-0.942	14.59
208-1262B	208-1262B-12H-3,70-71	99.600	0.25	-0.74	99.6050	110.2450	53328.47	Littler et al. (2014) - UCSC	-0.720	13.57
208-1262B	208-1262B-12H-3,73-74	99.630	0.14	-0.75	99.6350	110.2750	53331.69	Littler et al. (2014) - UCSC	-0.726	13.60
208-1262B	208-1262B-12H-3,76-77	99.660	0.32	-0.66	99.6650	110.3050	53334.92	Littler et al. (2014) - UCSC	-0.631	13.17
208-1262B	208-1262B-12H-3,79-80	99.690	0.45	-0.60	99.6950	110.3350	53338.14	Littler et al. (2014) - UCSC	-0.562	12.86
208-1262B	208-1262B-12H-3,82-83	99.720	0.36	-0.54	99.7250	110.3650	53341.37	Littler et al. (2014) - UCSC	-0.497	12.57
208-1262B	208-1262B-12H-3,85-86	99.750	0.38	-0.60	99.7550	110.3950	53344.59	Littler et al. (2014) - UCSC	-0.558	12.84
208-1262B	208-1262B-12H-3,88-89	99.780	0.31	-0.66	99.7850	110.4250	53347.82	Littler et al. (2014) - UCSC	-0.633	13.18
208-1262B	208-1262B-12H-3,91-92	99.810	0.24	-0.70	99.8150	110.4550	53351.04	Littler et al. (2014) - UCSC	-0.674	13.37
208-1262B	208-1262B-12H-3,94-95	99.840	0.30	-0.65	99.8450	110.4850	53354.27	Littler et al. (2014) - UCSC	-0.621	13.13
208-1262B	208-1262B-12H-3,97-98	99.870	0.22	-0.66	99.8750	110.5150	53357.49	Littler et al. (2014) - UCSC	-0.630	13.17
208-1262B	208-1262B-12H-3,100-101	99.900	0.24	-0.69	99.9050	110.5450	53360.72	Littler et al. (2014) - UCSC	-0.658	13.29
208-1262B	208-1262B-12H-3,103-104	99.930	0.14	-0.74	99.9350	110.5750	53363.94	Littler et al. (2014) - UCSC	-0.718	13.57
208-1262B	208-1262B-12H-3,106-107	99.960	0.13	-0.68	99.9650	110.6050	53367.17	Littler et al. (2014) - UCSC	-0.655	13.28
208-1262B	208-1262B-12H-3,109-110	99.990	0.12	-0.71	99.9950	110.6350	53370.39	Littler et al. (2014) - UCSC	-0.685	13.42
208-1262B	208-1262B-12H-3,112-113	100.020	0.23	-0.62	100.0250	110.6650	53373.62	Littler et al. (2014) - UCSC	-0.580	12.94
208-1262B	208-1262B-12H-3,115-116	100.050	0.14	-0.76	100.0550	110.6950	53376.84	Littler et al. (2014) - UCSC	-0.747	13.70
208-1262B	208-1262B-12H-3,118-119	100.080	0.26	-0.60	100.0850	110.7250	53380.07	Littler et al. (2014) - UCSC	-0.560	12.85
208-1262B	208-1262B-12H-3,121-122	100.110	0.41	-0.58	100.1150	110.7550	53383.29	Littler et al. (2014) - UCSC	-0.534	12.73
208-1262B	208-1262B-12H-3,124-125	100.140	0.34	-0.55	100.1450	110.7850	53386.52	Littler et al. (2014) - UCSC	-0.506	12.61
208-1262B	208-1262B-12H-3,127-128	100.170	0.22	-0.74	100.1750	110.8150	53389.74	Littler et al. (2014) - UCSC	-0.715	13.55
208-1262B	208-1262B-12H-3,130-131	100.200	0.09	-0.82	100.2050	110.8450	53392.97	Littler et al. (2014) - UCSC	-0.804	13.96
208-1262B	208-1262B-12H-3,133-134	100.230	0.09	-0.87	100.2350	110.8750	53396.19	Littler et al. (2014) - UCSC	-0.861	14.22
208-1262B	208-1262B-12H-3,136-137	100.260	0.29	-0.58	100.2650	110.9050	53399.42	Littler et al. (2014) - UCSC	-0.538	12.75
208-1262B	208-1262B-12H-3,139-140	100.290	0.33	-0.68	100.2950	110.9350	53402.64	Littler et al. (2014) - UCSC	-0.656	13.28
208-1262B	208-1262B-12H-3,142-143	100.320	0.31	-0.53	100.3250	110.9650	53405.87	Littler et al. (2014) - UCSC	-0.485	12.51
208-1262B	208-1262B-12H-3,145-146	100.350	0.32	-0.55	100.3550	110.9950	53409.09	Littler et al. (2014) - UCSC	-0.502	12.59
208-1262B	208-1262B-12H-3,148-149	100.380	0.25	-0.56	100.3850	111.0250	53412.32	Littler et al. (2014) - UCSC	-0.519	12.67
208-1262B	208-1262B-12H-4,4-5	100.440	0.38	-0.50	100.4450	111.0850	53418.77	Littler et al. (2014) - UCSC	-0.449	12.35
208-1262B	208-1262B-12H-4,10-11	100.500	0.40	-0.51	100.5050	111.1450	53425.22	Littler et al. (2014) - UCSC	-0.460	12.40
208-1262B	208-1262B-12H-4,13-14	100.530	0.24	-0.55	100.5350	111.1750	53428.44	Littler et al. (2014) - UCSC	-0.503	12.60
208-1262B	208-1262B-12H-4,16-17	100.560	0.33	-0.50	100.5650	111.2050	53431.67	Littler et al. (2014) - UCSC	-0.445	12.34
208-1262B	208-1262B-12H-4,22-23	100.620	0.16	-0.46	100.6250	111.2650	53438.12	Littler et al. (2014) - UCSC	-0.405	12.16
208-1262B	208-1262B-12H-4,25-26	100.650	0.32	-0.61	100.6550	111.2950	53441.34	Littler et al. (2014) - UCSC	-0.570	12.90
208-1262B	208-1262B-12H-4,28-29	100.680	0.32	-0.57	100.6850	111.3250	53444.57	Littler et al. (2014) - UCSC	-0.530	12.72
208-1262B	208-1262B-12H-4,31-32	100.710	0.24	-0.65	100.7150	111.3550	53447.79	Littler et al. (2014) - UCSC	-0.622	13.13
208-1262B	208-1262B-12H-4,34-35	100.740	0.32	-0.48	100.7450	111.3850	53451.02	Littler et al. (2014) - UCSC	-0.427	12.25
208-1262B	208-1262B-12H-4,37-38	100.770	0.36	-0.56	100.7750	111.4150	53454.24	Littler et al. (2014) - UCSC	-0.520	12.67
208-1262B	208-1262B-12H-4,40-41	100.800	0.31	-0.48	100.8050	111.4450	53457.47	Littler et al. (2014) - UCSC	-0.432	12.28
208-1262B	208-1262B-12H-4,43-44	100.830	0.29	-0.63	100.8350	111.4750	53460.69	Littler et al. (2014) - UCSC	-0.592	13.00
208-1262B	208-1262B-12H-4,46-47	100.860	0.25	-0.64	100.8650	111.5050	53463.92	Littler et al. (2014) - UCSC	-0.602	13.04
208-1262B	208-1262B-12H-4,49-50	100.890	0.14	-0.66	100.8950	111.5350	53467.14	Littler et al. (2014) - UCSC	-0.628	13.16
208-1262B	208-1262B-12H-4,52-53	100.920	0.21	-0.65	100.9250	111.5650	53470.37	Littler et al. (2014) - UCSC	-0.622	13.13
208-1262B	208-1262B-12H-4,55-56	100.950	0.25	-0.54	100.9550	111.5950	53473.59	Littler et al. (2014) - UCSC	-0.489	12.53
208-1262B	208-1262B-12H-4,58-59	100.980	0.27	-0.48	100.9850	111.6250	53476.82	Littler et al. (2014) - UCSC	-0.429	12.26
208-1262B	208-1262B-12H-4,61-62	101.010	0.26	-0.54	101.0150	111.6550	53480.04	Littler et al. (2014) - UCSC	-0.489	12.53
208-1262B	208-1262B-12H-4,64-65	101.040	0.23	-0.56	101.0450	111.6850	53483.27	Littler et al. (2014) - UCSC	-0.521	12.68
208-1262B	208-1262B-12H-4,67-68	101.070	0.30	-0.47	101.0750	111.7150	53486.49	Littler et al. (2014) - UCSC	-0.420	12.22
208-1262B	208-1262B-12H-4,70-71	101.100	0.33	-0.48	101.1050	111.7450	53489.72	Littler et al. (2014) - UCSC	-0.431	12.27
208-1262B	208-1262B-12H-4,73-74	101.130	0.33	-0.48	101.1350	111.7750	53492.94	Littler et al. (2014) - UCSC	-0.423	12.23
208-1262B	208-1262B-12H-4,76-77	101.160	0.32	-0.48	101.1650	111.8050	53496.17	Littler et al. (2014) - UCSC	-0.430	12.26
208-1262B	208-1262B-12H-4,79-80	101.190	0.32	-0.48	101.1950	111.8350	53499.39	Littler et al. (2014) - UCSC	-0.424	12.24
208-1262B	208-1262B-12H-4,82-83	101.220	0.32	-0.47	101.2250	111.8650	53502.62	Littler et al. (2014) - UCSC	-0.420	12.22
208-1262B	208-1262B-12H-4,85-86	101.250	0.31	-0.51	101.2550	111.8950	53505.85	Littler et al. (2014) - UCSC	-0.459	12.40
208-1262B	208-1262B-12H-4,88-89	101.280	0.19	-0.59	101.2850	111.9250	53509.07	Littler et al. (2014) - UCSC	-0.549	12.80
208-1262B	208-1262B-12H-4,91-92	101.310	0.19	-0.60	101.3150	111.9550	53512.30	Littler et al. (2014) - UCSC	-0.564	12.87
208-1262B	208-1262B-12H-4,94-95	101.340	0.21	-0.68	101.3450	111.9850	53515.52	Littler et al. (2014) - UCSC	-0.650	13.26
208-1262B	208-1262B-12H-4,97-98	101.370	0.06	-0.70	101.3750	112.0150	53518.75	Littler et al. (2014) - UCSC	-0.673	13.36
208-1262B	208-1262B-12H-4,100-101	101.400	0.15	-0.57	101.4050	112.0450	53521.97	Littler et al. (2014) - UCSC	-0.523	12.68
208-1262B	208-1262B-12H-4,103-104	101.430	0.20	-0.53	101.4350	112.0750	53525.20	Littler et al. (2014) - UCSC	-0.485	12.51
