/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas; Röhl, Ursula; Donner, Barbara; Zachos, James C (2017): (DS01) Benthic stable isotope data for ODP Site 198-1209 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.883334, 
	In supplement to: Westerhold, T et al. (2018): Global extent of early eocene hyperthermal events - a new Pacific benthic foraminiferal isotope record from Shatsky Rise (ODP Site 1209). Paleoceanography and Paleoclimatology, 33(6), 626-642, https://doi.org/10.1029/2017PA003306
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: 32.651700 * LONGITUDE: 158.505983
	DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00
	MINIMUM DEPTH, sediment/rock: 148.48 m * MAXIMUM DEPTH, sediment/rock: 237.96 m
Event(s):	198-1209 * LATITUDE: 32.651700 * LONGITUDE: 158.505983 * DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00 * ELEVATION: -2387.3 m * PENETRATION: 865.1 m * RECOVERY: 766 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg198 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 83 cores; 759.4 m cored; 105.7 m drilled; 100.9% recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	AGE [ka BP] (Age) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Tuned age
	Nuttallides truempyi, δ13C [‰ PDB] (N. truempyi δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Nuttallides truempyi, δ18O [‰ PDB] (N. truempyi δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ13C [‰ PDB] (O. umbonatus δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ18O [‰ PDB] (O. umbonatus δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Analytical method (Analyt method) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Error
	Laboratory (Lab) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	14309 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Age [ka BP]	N. truempyi δ13C [‰ PDB]	N. truempyi δ18O [‰ PDB]	O. umbonatus δ13C [‰ PDB]	O. umbonatus δ18O [‰ PDB]	Analyt method	Comment	Lab	Reference
198-1209A-17H-2,9-11	152.30	167.320	45902.245	0.1162	0.3381			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209B-17H-4,65-67	152.75	167.358	45909.125	0.2715	0.2833			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-17H-2,13-15	152.34	167.360	45909.125							Bremen	this study
198-1209A-17H-2,17-19	152.38	167.400	45916.005							Bremen	this study
198-1209A-17H-2,21-23	152.42	167.440	45922.886	0.3234	0.2923			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-2,25-27	152.46	167.480	45929.766							Bremen	this study
198-1209B-17H-4,97-99	153.07	167.678	45964.166	0.2233	0.3538			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-17H-2,45-47	152.66	167.680	45964.166							Bremen	this study
198-1209B-17H-4,101-103	153.11	167.716	45971.046	0.1515	0.3184			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-17H-2,49-51	152.70	167.720	45971.046	0.2794	0.1913			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209B-17H-4,105-107	153.15	167.755	45977.926	0.1156	0.0157			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-17H-2,53-55	152.74	167.760	45977.926							Bremen	this study
198-1209A-17H-2,57-59	152.78	167.800	45984.806	0.1884	0.2132			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,61-63	152.82	167.840	45991.687	0.2063	0.2028			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,65-67	152.86	167.880	45998.567	0.2031	0.2343			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,69-71	152.90	167.920	46005.447	0.1874	0.2307			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,73-75	152.94	167.960	46012.327	0.1730	0.3066			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,77-79	152.98	168.000	46019.207	0.1925	0.1244			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-2,81-83	153.02	168.040	46026.087	0.1050	0.2302			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-2,85-87	153.06	168.080	46032.967	0.1153	0.1446			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,89-91	153.10	168.120	46039.847	0.2771	0.2303			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,93-95	153.14	168.160	46046.727	0.2129	0.2663			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,97-99	153.18	168.200	46053.607	0.3611	0.3389			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,101-103	153.22	168.240	46060.487	0.2056	0.3532			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,105-107	153.26	168.280	46067.368	0.1836	0.2580			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,109-111	153.30	168.320	46074.248	0.2324	0.3042			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-2,113-115	153.34	168.360	46081.128	0.1910	0.2896			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,117-119	153.38	168.400	46088.008	0.1286	0.3356			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,121-123	153.42	168.440	46094.888	0.0883	0.2424			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,125-127	153.46	168.480	46101.768	0.1471	0.3011			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,129-131	153.50	168.520	46108.648	0.0911	0.2409			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-2,133-135	153.54	168.560	46115.528	0.1078	0.2203			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-2,137-139	153.58	168.600	46122.408	-0.0046	0.0287			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-2,145-147	153.66	168.680	46136.168	-0.0128	0.1739			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,3-5	153.74	168.760	46149.929	0.0384	0.1706			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-3,7-9	153.78	168.800	46156.809	0.0718	0.2010			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,11-13	153.82	168.840	46163.689	0.0708	0.1775			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,15-17	153.86	168.880	46170.569	0.0899	0.2172			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,19-21	153.90	168.920	46177.449	0.0135	0.1263			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,23-25	153.94	168.960	46184.329	-0.0337	0.2492			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,27-29	153.98	169.000	46191.209	-0.0106	0.0384			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,31-33	154.02	169.040	46198.089	-0.0327	0.1118			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-3,35-37	154.06	169.080	46204.969	0.0342	0.0878			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,39-41	154.10	169.120	46211.850	0.1030	0.2375			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-3,43-45	154.14	169.160	46218.730	0.0342	0.0802			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-3,47-49	154.18	169.200	46225.610	-0.0469	0.1176			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-3,51-53	154.22	169.240	46232.490							Bremen	this study
198-1209A-17H-3,55-57	154.26	169.280	46239.370	0.2604	0.0556			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-3,59-61	154.30	169.320	46246.250	0.1151	0.0630			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-3,63-65	154.34	169.360	46253.130	0.1122	0.0753			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,67-69	154.38	169.400	46260.010	0.0535	0.0394			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,71-73	154.42	169.440	46266.890	0.0787	0.0993			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,75-77	154.46	169.480	46273.770	0.1276	0.0762			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,79-81	154.50	169.520	46280.650	0.1036	0.0402			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,83-85	154.54	169.560	46287.531	0.0905	-0.0560			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,87-89	154.58	169.600	46294.411	0.0604	0.0429			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,91-93	154.62	169.640	46301.291	0.0651	0.0249			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,95-97	154.66	169.680	46308.171	-0.0148	-0.0377			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,99-101	154.70	169.720	46315.051	0.0251	0.0499			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,103-105	154.74	169.760	46321.931	-0.0422	-0.0052			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,107-109	154.78	169.800	46328.811	-0.1126	-0.0381			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,111-113	154.82	169.840	46335.691	-0.0361	0.0278			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,115-117	154.86	169.880	46342.571	-0.0673	-0.0191			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,119-121	154.90	169.920	46349.451	-0.1111	0.0101			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,123-125	154.94	169.960	46356.332	-0.0647	0.0592			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,127-129	154.98	170.000	46363.212	0.1012	0.0131			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,131-133	155.02	170.040	46370.092	-0.0887	0.2203			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,135-137	155.06	170.080	46376.972	-0.1193	-0.0406			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,139-141	155.10	170.120	46383.852	-0.0978	-0.0256			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,143-145	155.14	170.160	46390.732	-0.1894	0.0295			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-3,147-149	155.18	170.200	46397.742	-0.1179	0.0063			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,1-3	155.22	170.240	46404.752	0.0135	-0.0923			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,5-7	155.26	170.280	46411.762	0.1559	0.0915			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,9-11	155.30	170.320	46418.772	0.1104	-0.0210			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,13-15	155.34	170.360	46425.782	0.0989	0.0076			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,17-19	155.38	170.400	46432.792	0.0378	-0.0639			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,21-23	155.42	170.440	46439.802	0.2099	0.0706			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,25-27	155.46	170.480	46446.812	0.0208	-0.0181			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,33-35	155.54	170.560	46460.832	0.1913	-0.1143			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,37-39	155.58	170.600	46467.842	0.1778	-0.1073			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,41-43	155.62	170.640	46474.852	0.1752	-0.1019			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,49-51	155.70	170.720	46488.873							Bremen	this study
198-1209A-17H-4,53-55	155.74	170.760	46495.883	0.3618	-0.0411			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,57-59	155.78	170.800	46502.893							Bremen	this study
198-1209A-17H-4,61-63	155.82	170.840	46509.903	0.3905	-0.0512			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,65-67	155.86	170.880	46516.913	0.2922	-0.0277			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,69-71	155.90	170.920	46523.923	0.3191	-0.0379			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,73-75	155.94	170.960	46530.933	0.2068	-0.1829			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,77-79	155.98	171.000	46537.943	0.2109	0.0787			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,81-83	156.02	171.040	46544.953	0.2935	0.1200			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,85-87	156.06	171.080	46551.963	0.2850	-0.1365			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,89-91	156.10	171.120	46558.973	0.3029	-0.0796			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,93-95	156.14	171.160	46565.983	0.3342	-0.1426			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,97-99	156.18	171.200	46572.993	0.2687	-0.1053			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,101-103	156.22	171.240	46580.003	0.1996	-0.0177			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,105-107	156.26	171.280	46587.013	0.2422	0.0497			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,109-111	156.30	171.320	46594.023	0.3432	-0.0868			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,113-115	156.34	171.360	46601.033	0.3489	0.1211			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,117-119	156.38	171.400	46608.043	0.3652	-0.0549			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,121-123	156.42	171.440	46615.053	0.2732	0.1284			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,125-127	156.46	171.480	46622.063	0.3243	-0.1801			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,129-131	156.50	171.520	46629.073	0.3195	-0.1627			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,133-135	156.54	171.560	46636.083	0.2728	-0.1976			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,137-139	156.58	171.600	46643.093	0.1210	-0.2434			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-4,141-143	156.62	171.640	46650.103	0.1978	-0.3178			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,145-147	156.66	171.680	46657.114	0.1929	-0.0119			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-4,148-150	156.69	171.710	46662.371	0.1875	-0.3750			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209A-17H-5,3-5	156.74	171.760	46671.134	0.2776	-0.1293			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-5,7-9	156.78	171.800	46678.144	0.2929	-0.2500			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-5,11-13	156.82	171.840	46685.154	0.3020	-0.0575			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-5,15-17	156.86	171.880	46692.164	0.1304	-0.2735			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-5,19-21	156.90	171.920	46699.174	0.1798	0.0267			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209A-17H-5,23-25	156.94	171.960	46706.184	0.2513	-0.1341			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209C-7H-2,5-7	156.55	171.991	46711.441	0.2045	-0.1563			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-17H-5,27-29	156.98	172.000	46713.194	0.1529	-0.1979			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209C-7H-2,13-15	156.63	172.060	46723.709	0.1910	-0.3809			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209C-7H-2,17-19	156.67	172.095	46730.719	-0.0023	-0.5503			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-17H-5,39-41	157.10	172.120	46734.224	0.2872	-0.2545			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.02 per mil for d13C; 0.04 per mil for d18O	Bremen	this study
198-1209C-7H-2,21-23	156.71	172.130	46735.976	0.0484	-0.3688			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209A-17H-5,43-45	157.14	172.160	46741.234	-0.3035	-0.7543			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209C-7H-2,25-27	156.75	172.164	46741.234	0.0246	-0.5846			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
198-1209C-7H-2,29-31	156.79	172.199	46749.528							Bremen	this study
198-1209A-17H-5,47-49	157.18	172.200	46749.528	-0.1506	-0.6036			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.05 per mil for d18O	Bremen	this study
198-1209C-7H-2,33-35	156.83	172.234	46755.749	-0.2815	-0.8221			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.04 per mil for d13C; 0.06 per mil for d18O	Bremen	this study
